ano,mes,id_sh4,id_pais,sigla_uf,id_municipio,peso_liquido_kg,valor_fob_dolar
2003,4,402,715,SP,3503208,19112,14092
2003,4,8547,199,SP,3503208,826,31158
2004,11,3301,383,SP,3503208,14560,4368
2004,11,402,715,SP,3503208,5688,4407
2004,11,805,442,SP,3503208,45360,11340
2004,11,3301,81,SP,3503208,27680,31832
2004,11,402,88,SP,3503208,38224,29616
2004,11,402,137,SP,3503208,37465,29028
2004,11,402,297,SP,3503208,19112,16108
2004,11,805,556,SP,3503208,113400,23310
2004,11,3301,827,SP,3503208,13840,10049
2004,11,402,767,SP,3503208,38223,29615
2004,11,805,676,SP,3503208,68040,17010
2004,11,6108,388,SP,3503208,126,4667
2004,11,6212,388,SP,3503208,49,1594
2004,11,402,43,SP,3503208,4740,3673
2004,11,402,65,SP,3503208,16495,12780
2004,11,6115,388,SP,3503208,656,13218
2004,11,6106,388,SP,3503208,65,1872
2004,11,2009,47,SP,3503208,18550,18539
2004,11,402,728,SP,3503208,39077,30277
2004,11,6208,388,SP,3503208,14,408
2004,11,6107,388,SP,3503208,563,11357
2004,11,2009,87,SP,3503208,3299662,2309763
2004,11,6212,767,SP,3503208,84,2600
2004,11,6104,388,SP,3503208,8,137
2004,11,402,372,SP,3503208,19112,14808
2004,11,402,83,SP,3503208,49600,38430
2004,11,402,345,SP,3503208,32914,25502
2004,11,402,341,SP,3503208,57336,47024
2004,11,3301,576,SP,3503208,13840,20760
2003,5,3301,754,SP,3503208,3114,9342
2003,5,8547,199,SP,3503208,782,31548
2003,5,402,337,SP,3503208,19112,14092
2003,5,402,297,SP,3503208,19112,14092
2003,5,402,728,SP,3503208,76447,56367
2003,5,402,345,SP,3503208,19112,14092
2003,5,402,77,SP,3503208,38224,28184
2003,5,402,199,SP,3503208,2313,2595
2003,5,2101,715,SP,3503208,105,287
2003,5,402,88,SP,3503208,38224,28184
2003,5,2009,47,SP,3503208,18550,21611
2003,5,402,780,SP,3503208,19112,14092
2003,5,2101,111,SP,3503208,11760,29753
2003,9,3301,754,SP,3503208,5017,15051
2003,9,1901,83,SP,3503208,720,1444
2003,9,402,297,SP,3503208,19112,16098
2003,9,402,137,SP,3503208,19112,16098
2003,9,2101,345,SP,3503208,225,734
2003,9,2009,87,SP,3503208,10094424,9234843
2003,9,402,88,SP,3503208,38224,32196
2003,9,402,13,SP,3503208,36707,30918
2003,9,402,820,SP,3503208,38223,32196
2003,9,402,341,SP,3503208,76448,64392
2003,9,402,77,SP,3503208,38224,32196
2003,9,2009,611,SP,3503208,31800,36690
2003,9,1806,83,SP,3503208,600,1025
2003,9,402,827,SP,3503208,56577,48255
2003,9,2009,383,SP,3503208,75330,45198
2003,9,402,83,SP,3503208,10902,9183
2003,9,402,824,SP,3503208,19112,16098
2003,9,402,780,SP,3503208,267563,225369
2003,9,805,442,SP,3503208,22680,4095
2003,9,3301,528,SP,3503208,3460,10380
2003,8,6115,611,SP,3503208,2031,23828
2003,8,6208,611,SP,3503208,45,1037
2003,8,6212,611,SP,3503208,44,693
2003,8,402,450,SP,3503208,18572,16243
2003,8,402,83,SP,3503208,19112,16098
2003,8,2009,611,SP,3503208,63600,73380
2003,8,402,403,SP,3503208,3508,3715
2003,8,402,820,SP,3503208,76447,68746
2003,8,6107,611,SP,3503208,335,4816
2003,8,402,728,SP,3503208,57335,48294
2003,8,402,137,SP,3503208,19112,16098
2003,8,402,485,SP,3503208,19208,16168
2003,8,402,77,SP,3503208,19112,16098
2003,8,402,297,SP,3503208,19112,16098
2003,8,402,88,SP,3503208,38224,32196
2003,6,402,345,SP,3503208,19112,14092
2003,6,402,728,SP,3503208,133782,98643
2003,6,2009,611,SP,3503208,31800,36690
2003,6,402,73,SP,3503208,18353,13533
2003,6,402,137,SP,3503208,19112,14092
2003,6,402,297,SP,3503208,19112,14092
2003,6,402,450,SP,3503208,96042,70711
2003,6,402,77,SP,3503208,38224,28184
2003,6,402,403,SP,3503208,14694,11734
2003,6,402,199,SP,3503208,38224,46556
2003,6,2101,391,SP,3503208,600,1518
2003,6,402,88,SP,3503208,95559,70460
2003,6,2009,87,SP,3503208,31750,29369
2003,6,403,403,SP,3503208,3659,3275
2004,6,9022,199,SP,3503208,500,14000
2004,6,402,137,SP,3503208,38224,32196
2004,6,2009,750,SP,3503208,22140,15498
2004,6,2101,831,SP,3503208,11760,38612
2004,6,402,485,SP,3503208,96042,81395
2004,6,3301,754,SP,3503208,7266,12352
2004,6,402,474,SP,3503208,76447,70721
2004,6,402,88,SP,3503208,19112,16098
2004,6,3301,383,SP,3503208,14560,4368
2004,6,3301,81,SP,3503208,13840,20760
2004,6,2101,521,SP,3503208,120,359
2004,12,402,345,SP,3503208,16457,12751
2004,12,402,88,SP,3503208,38224,29616
2004,12,402,780,SP,3503208,38224,29616
